iter	MAPE
1628	0.9999999997
1629	0.9999999997
1630	0.9999999997
1631	0.9999999997
1632	0.9999999997
1633	0.9999999997
1634	0.9999999997
1635	0.9999999997
1636	0.9999999997
1637	0.9999999997
1638	0.9999999997
1639	0.9999999997
1640	0.9999999997
1641	0.9999999997
1642	0.9999999997
1643	0.9999999997
1644	0.9999999997
1645	0.9999999997
1646	0.9999999997
1647	0.9999999997
1648	0.9999999997
1649	0.9999999997
1650	0.9999999997
1651	0.9999999997
1652	0.9999999997
1653	0.9999999997
1654	0.9999999997
1655	0.9999999997
1656	0.9999999997
1657	0.9999999997
1658	0.9999999997
1659	0.9999999997
1660	0.9999999997
1661	0.9999999997
1662	0.9999999997
1663	0.9999999997
1664	0.9999999997
1665	0.9999999997
1666	0.9999999997
1667	0.9999999997
1668	0.9999999997
1669	0.9999999997
1670	0.9999999997
1671	0.9999999997
1672	0.9999999997
1673	0.9999999997
1674	0.9999999997
1675	0.9999999997
1676	0.9999999997
1677	0.9999999997
1678	0.9999999997
1679	0.9999999997
1680	0.9999999997
1681	0.9999999997
1682	0.9999999997
1683	0.9999999997
1684	0.9999999997
1685	0.9999999997
1686	0.9999999997
1687	0.9999999997
1688	0.9999999997
1689	0.9999999997
1690	0.9999999997
1691	0.9999999997
1692	0.9999999997
1693	0.9999999997
1694	0.9999999997
1695	0.9999999997
1696	0.9999999997
1697	0.9999999997
1698	0.9999999997
1699	0.9999999997
1700	0.9999999997
1701	0.9999999997
1702	0.9999999997
1703	0.9999999997
1704	0.9999999997
1705	0.9999999997
1706	0.9999999997
1707	0.9999999997
1708	0.9999999997
1709	0.9999999997
1710	0.9999999997
1711	0.9999999997
1712	0.9999999997
1713	0.9999999997
1714	0.9999999997
1715	0.9999999997
1716	0.9999999997
1717	0.9999999997
1718	0.9999999997
1719	0.9999999997
1720	0.9999999997
1721	0.9999999997
1722	0.9999999997
1723	0.9999999997
1724	0.9999999997
1725	0.9999999997
1726	0.9999999997
1727	0.9999999997
1728	0.9999999997
1729	0.9999999997
1730	0.9999999997
1731	0.9999999997
1732	0.9999999997
1733	0.9999999997
1734	0.9999999997
1735	0.9999999997
1736	0.9999999997
1737	0.9999999997
1738	0.9999999997
1739	0.9999999997
1740	0.9999999997
1741	0.9999999997
1742	0.9999999997
1743	0.9999999997
1744	0.9999999997
1745	0.9999999997
1746	0.9999999997
1747	0.9999999997
1748	0.9999999997
1749	0.9999999997
1750	0.9999999997
1751	0.9999999997
1752	0.9999999997
1753	0.9999999997
1754	0.9999999997
1755	0.9999999997
1756	0.9999999997
1757	0.9999999997
1758	0.9999999997
1759	0.9999999997
1760	0.9999999997
1761	0.9999999997
1762	0.9999999997
1763	0.9999999997
1764	0.9999999997
1765	0.9999999997
1766	0.9999999997
1767	0.9999999997
1768	0.9999999997
1769	0.9999999997
1770	0.9999999997
1771	0.9999999997
1772	0.9999999997
1773	0.9999999997
1774	0.9999999997
1775	0.9999999997
1776	0.9999999997
1777	0.9999999997
1778	0.9999999997
1779	0.9999999997
1780	0.9999999997
1781	0.9999999997
1782	0.9999999997
1783	0.9999999997
1784	0.9999999997
1785	0.9999999997
1786	0.9999999997
1787	0.9999999997
1788	0.9999999997
1789	0.9999999997
1790	0.9999999997
1791	0.9999999997
1792	0.9999999997
1793	0.9999999997
1794	0.9999999997
1795	0.9999999997
1796	0.9999999997
1797	0.9999999997
1798	0.9999999997
1799	0.9999999997
1800	0.9999999997
1801	0.9999999997
1802	0.9999999997
1803	0.9999999997
1804	0.9999999997
1805	0.9999999997
1806	0.9999999997
1807	0.9999999997
1808	0.9999999997
1809	0.9999999996
1810	0.9999999996
1811	0.9999999996
1812	0.9999999996
1813	0.9999999996
1814	0.9999999996
1815	0.9999999996
1816	0.9999999996
1817	0.9999999996
1818	0.9999999996
1819	0.9999999996
1820	0.9999999996
1821	0.9999999996
1822	0.9999999996
1823	0.9999999996
1824	0.9999999996
1825	0.9999999996
1826	0.9999999996
1827	0.9999999996
1828	0.9999999996
1829	0.9999999996
1830	0.9999999996
1831	0.9999999996
1832	0.9999999996
1833	0.9999999996
1834	0.9999999996
1835	0.9999999996
1836	0.9999999996
1837	0.9999999996
1838	0.9999999996
1839	0.9999999996
1840	0.9999999996
1841	0.9999999996
1842	0.9999999996
1843	0.9999999996
1844	0.9999999996
1845	0.9999999996
1846	0.9999999996
1847	0.9999999996
1848	0.9999999996
1849	0.9999999996
1850	0.9999999996
1851	0.9999999996
1852	0.9999999996
1853	0.9999999996
1854	0.9999999996
1855	0.9999999996
1856	0.9999999996
1857	0.9999999996
1858	0.9999999996
1859	0.9999999996
1860	0.9999999996
1861	0.9999999996
1862	0.9999999996
1863	0.9999999996
1864	0.9999999996
1865	0.9999999996
1866	0.9999999996
1867	0.9999999996
1868	0.9999999996
1869	0.9999999996
1870	0.9999999996
1871	0.9999999996
1872	0.9999999996
1873	0.9999999996
1874	0.9999999996
1875	0.9999999996
1876	0.9999999996
1877	0.9999999996
1878	0.9999999996
1879	0.9999999996
1880	0.9999999996
1881	0.9999999996
1882	0.9999999996
1883	0.9999999996
1884	0.9999999996
1885	0.9999999996
1886	0.9999999996
1887	0.9999999996
1888	0.9999999996
1889	0.9999999996
1890	0.9999999996
1891	0.9999999996
1892	0.9999999996
1893	0.9999999996
1894	0.9999999996
1895	0.9999999996
1896	0.9999999996
1897	0.9999999996
1898	0.9999999996
1899	0.9999999996
1900	0.9999999996
1901	0.9999999996
1902	0.9999999996
1903	0.9999999996
1904	0.9999999996
1905	0.9999999996
1906	0.9999999996
1907	0.9999999996
1908	0.9999999996
1909	0.9999999996
1910	0.9999999996
1911	0.9999999996
1912	0.9999999996
1913	0.9999999996
1914	0.9999999996
1915	0.9999999996
1916	0.9999999996
1917	0.9999999996
1918	0.9999999996
1919	0.9999999996
1920	0.9999999996
1921	0.9999999996
1922	0.9999999996
1923	0.9999999996
1924	0.9999999996
1925	0.9999999996
1926	0.9999999996
1927	0.9999999996
1928	0.9999999996
1929	0.9999999996
1930	0.9999999996
1931	0.9999999996
1932	0.9999999996
1933	0.9999999996
1934	0.9999999996
1935	0.9999999996
1936	0.9999999996
1937	0.9999999996
1938	0.9999999996
1939	0.9999999996
1940	0.9999999996
1941	0.9999999996
1942	0.9999999996
1943	0.9999999996
1944	0.9999999996
1945	0.9999999996
1946	0.9999999996
1947	0.9999999996
1948	0.9999999996
1949	0.9999999996
1950	0.9999999996
1951	0.9999999996
1952	0.9999999996
1953	0.9999999996
1954	0.9999999996
1955	0.9999999996
1956	0.9999999996
1957	0.9999999996
1958	0.9999999996
1959	0.9999999996
1960	0.9999999996
1961	0.9999999996
1962	0.9999999996
1963	0.9999999996
1964	0.9999999996
1965	0.9999999996
1966	0.9999999996
1967	0.9999999996
1968	0.9999999996
1969	0.9999999996
1970	0.9999999996
1971	0.9999999996
1972	0.9999999996
1973	0.9999999996
1974	0.9999999996
1975	0.9999999996
1976	0.9999999996
1977	0.9999999996
1978	0.9999999996
1979	0.9999999996
1980	0.9999999996
1981	0.9999999996
1982	0.9999999996
1983	0.9999999996
1984	0.9999999996
1985	0.9999999996
1986	0.9999999996
1987	0.9999999996
1988	0.9999999996
1989	0.9999999996
1990	0.9999999996
1991	0.9999999996
1992	0.9999999996
1993	0.9999999996
1994	0.9999999996
1995	0.9999999996
1996	0.9999999996
1997	0.9999999996
1998	0.9999999996
1999	0.9999999996
